id	Domain	Kingdom	Subkingdom	Infrakingdom	Phylum	Subphylum	Infraphylum	Superclass	Class	Subclass	Superorder	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Subspecies	Variety	Forma	valid_name
109871	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gymnodiniales	NA	Gymnodiniaceae	NA	Gyrodinium	NA	Gyrodinium pepo	NA	NA	NA	Gyrodinium pepo
177506	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Pseudanabaenaceae	Pseudanabaenoideae	Limnothrix	NA	NA	NA	NA	NA	Limnothrix
248150	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Limnista	NA	Eustigmatophyceae	NA	NA	Eustigmatales	NA	Eustigmataceae	NA	Pseudostaurastrum	NA	Pseudostaurastrum limneticum	NA	NA	NA	Pseudostaurastrum limneticum
146538	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Oscillatoriophycideae	NA	Oscillatoriales	NA	Oscillatoriaceae	NA	Lyngbya	NA	NA	NA	NA	NA	Lyngbya
178948	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Selenastraceae	NA	Quadrigula	NA	Quadrigula closterioides	NA	NA	NA	Quadrigula closterioides
105501	Eucaryota	Protozoa	Sarcomastigota	NA	Choanozoa	Choanofila	NA	NA	Choanoflagellatea	NA	NA	Acanthoecida	NA	Acanthoecidae	Tectiform	Acanthocorbis	NA	NA	NA	NA	NA	Acanthocorbis
110303	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Prorocentrales	NA	Prorocentraceae	NA	Prorocentrum	NA	Prorocentrum micans	NA	NA	NA	Prorocentrum micans
160674	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Thalassiophysales	NA	Catenulaceae	NA	Amphora	NA	Amphora acuta	NA	NA	NA	Amphora acuta
109819	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gymnodiniales	NA	Gymnodiniaceae	NA	Gymnodinium	NA	Gymnodinium ostenfeldii	NA	NA	NA	Gymnodinium ostenfeldii
1371463	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gymnodiniales	NA	Gymnodiniaceae	NA	Barrufeta	NA	Barrufeta resplendens	NA	NA	NA	Barrufeta resplendens
177473	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Merismopediaceae	Gomphosphaerioideae	Snowella	NA	Snowella litoralis	NA	NA	NA	Snowella litoralis
134566	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	NA	NA	NA	Pyramimonadophyceae	NA	NA	Pseudoscourfieldiales	NA	Pycnococcaceae	NA	Pseudoscourfieldia	NA	Pseudoscourfieldia marina	NA	NA	NA	Pseudoscourfieldia marina
106305	Eucaryota	Chromista	Hacrobia	NA	Cryptophyta	NA	NA	NA	Cryptophyceae	NA	NA	Pyrenomonadales	NA	Geminigeraceae	NA	Teleaulax	NA	Teleaulax acuta	NA	NA	NA	Teleaulax acuta
232716	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gymnodiniales	NA	Gymnodiniaceae	NA	Gymnodinium	NA	Gymnodinium aureolum	NA	NA	NA	Gymnodinium aureolum
148909	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Thalassiosiranae	Thalassiosirales	NA	Stephanodiscaceae	NA	Cyclotella	NA	Cyclotella meneghiniana	NA	NA	NA	Cyclotella meneghiniana
582177	Eucaryota	Protozoa	Eozoa	Euglenozoa	Euglenozoa	NA	NA	NA	Euglenoidea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Euglenoidea
149127	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Chaetocerotanae	Chaetocerotanae incertae sedis	NA	Chaetocerotaceae	NA	Chaetoceros	NA	Chaetoceros similis	NA	NA	NA	Chaetoceros similis
160600	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Monista	Hypogyristia	Dictyochophyceae	Alophycidae	Actinochrysia	Pedinellales	NA	Pedinellaceae	NA	Pseudopedinella	NA	Pseudopedinella pyriformis	NA	NA	NA	Pseudopedinella pyriformis
149126	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Chaetocerotanae	Chaetocerotanae incertae sedis	NA	Chaetocerotaceae	NA	Chaetoceros	NA	Chaetoceros decipiens	NA	NA	NA	Chaetoceros decipiens
572036	Eucaryota	Plantae	Viridiplantae	Streptophyta	Charophyta	NA	NA	NA	Klebsormidiophyceae	NA	NA	Klebsormidiales	NA	Elakatotrichaceae	NA	Elakatothrix	NA	Elakatothrix gelatinosa	NA	NA	NA	Elakatothrix gelatinosa
178930	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Chlamydomonadales	NA	Palmellopsidaceae	NA	Chlamydocapsa	NA	Chlamydocapsa planctonica	NA	NA	NA	Chlamydocapsa planctonica
246832	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Tetrasporales	NA	Tetrasporaceae	NA	Tetraspora	NA	NA	NA	NA	NA	Tetraspora
106306	Eucaryota	Chromista	Hacrobia	NA	Cryptophyta	NA	NA	NA	Cryptophyceae	NA	NA	Pyrenomonadales	NA	Geminigeraceae	NA	Teleaulax	NA	Teleaulax amphioxeia	NA	NA	NA	Teleaulax amphioxeia
110652	Eucaryota	Protozoa	Eozoa	Euglenozoa	Euglenozoa	NA	NA	NA	Euglenoidea	Euglenia	NA	Eutreptiida	NA	Eutreptiaceae	NA	Eutreptiella	NA	Eutreptiella gymnastica	NA	NA	NA	Eutreptiella gymnastica
149601	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Bacillariales	NA	Bacillariaceae	NA	Nitzschia	NA	Nitzschia palea	NA	NA	NA	Nitzschia palea
109835	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gymnodiniales	NA	Gymnodiniaceae	NA	Gymnodinium	NA	Gymnodinium variabile	NA	NA	NA	Gymnodinium variabile
134541	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	NA	NA	NA	Nephroselmidophyceae	NA	NA	Nephroselmidales	NA	Nephroselmidaceae	NA	Nephroselmis	NA	Nephroselmis pyriformis	NA	NA	NA	Nephroselmis pyriformis
105557	Eucaryota	Protozoa	Sarcomastigota	NA	Choanozoa	Choanofila	NA	NA	Choanoflagellatea	NA	NA	Acanthoecida	NA	Acanthoecidae	Tectiform	Bicosta	NA	Bicosta minor	NA	NA	NA	Bicosta minor
627679	Procaryota	Bacteria	NA	NA	Proteobacteria	NA	NA	NA	Gammaproteobacteria	NA	NA	Thiotrichales	NA	Thiotrichaceae	NA	Beggiatoa	NA	Beggiatoa alba	NA	NA	NA	Beggiatoa alba
105506	Eucaryota	Protozoa	Sarcomastigota	NA	Choanozoa	Choanofila	NA	NA	Choanoflagellatea	NA	NA	Acanthoecida	NA	Acanthoecidae	Nudiform	Calliacantha	NA	NA	NA	NA	NA	Calliacantha
578431	Eucaryota	Plantae	Viridiplantae	Streptophyta	Charophyta	NA	NA	NA	Klebsormidiophyceae	NA	NA	Klebsormidiales	NA	Elakatotrichaceae	NA	Elakatothrix	NA	Elakatothrix genevensis	NA	NA	NA	Elakatothrix genevensis
409629	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Nostocophycideae	NA	Nostocales	NA	Gloeotrichiaceae	NA	Gloeotrichia	NA	NA	NA	NA	NA	Gloeotrichia
160595	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	NA	NA	NA	Prasinophyceae	NA	NA	Halosphaerales	NA	Pterospermataceae	NA	Pterosperma	NA	NA	NA	NA	NA	Pterosperma
118070	Eucaryota	Chromista	Harosa	Rhizaria	Cercozoa	Filosa	NA	Monadofilosa	NA	NA	NA	NA	NA	NA	NA	Quadricilia	NA	Quadricilia rotundata	NA	NA	NA	Quadricilia rotundata
109857	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gymnodiniales	NA	Gymnodiniaceae	NA	Gyrodinium	NA	Gyrodinium impendans	NA	NA	NA	Gyrodinium impendans
213742	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Pseudanabaenaceae	Pseudanabaenoideae	Pseudanabaena	NA	Pseudanabaena catenata	NA	NA	NA	Pseudanabaena catenata
612500	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Scenedesmaceae	Desmodesmoideae	Desmodesmus	NA	Desmodesmus brasiliensis	NA	NA	NA	Desmodesmus brasiliensis
614743	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Synechococcaceae	Aphanothecoideae	Cyanodictyon	NA	Cyanodictyon tubiforme	NA	NA	NA	Cyanodictyon tubiforme
146647	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Merismopediaceae	Merismopedioideae	Aphanocapsa	NA	Aphanocapsa holsatica	NA	NA	NA	Aphanocapsa holsatica
148933	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Thalassiosiranae	Thalassiosirales	NA	Thalassiosiraceae	NA	Thalassiosira	NA	Thalassiosira proschkinae	NA	NA	NA	Thalassiosira proschkinae
177492	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Oscillatoriophycideae	NA	Chroococcales	NA	Gomphosphaeriaceae	NA	Woronichinia	NA	Woronichinia karelica	NA	NA	NA	Woronichinia karelica
149106	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Chaetocerotanae	Leptocylindrales	NA	Leptocylindraceae	NA	Leptocylindrus	NA	Leptocylindrus danicus	NA	NA	NA	Leptocylindrus danicus
622903	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Synechococcaceae	Aphanothecoideae	Cyanocatena	NA	Cyanocatena imperfecta	NA	NA	NA	Cyanocatena imperfecta
177155	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Synechococcaceae	Aphanothecoideae	Lemmermanniella	NA	Lemmermanniella parva	NA	NA	NA	Lemmermanniella parva
177465	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Merismopediaceae	Gomphosphaerioideae	Snowella	NA	Snowella fennica	NA	NA	NA	Snowella fennica
110041	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gonyaulacales	NA	Gonyaulacaceae	NA	Gonyaulax	NA	Gonyaulax spinifera	NA	NA	NA	Gonyaulax spinifera
146569	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Oscillatoriophycideae	NA	Chroococcales	NA	Chroococcaceae	NA	Chroococcus	NA	Chroococcus dispersus	NA	NA	NA	Chroococcus dispersus
146614	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Oscillatoriophycideae	NA	Chroococcales	NA	Chroococcaceae	NA	Chroococcus	NA	Chroococcus minor	NA	NA	NA	Chroococcus minor
177103	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Merismopediaceae	Gomphosphaerioideae	Coelosphaerium	NA	Coelosphaerium subarcticum	NA	NA	NA	Coelosphaerium subarcticum
177112	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Synechococcaceae	Aphanothecoideae	Cyanodictyon	NA	Cyanodictyon planctonicum	NA	NA	NA	Cyanodictyon planctonicum
157237	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	NA	NA	Synurophyceae	NA	NA	Ochromonadales	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ochromonadales
370000	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Pedinophyceae	NA	NA	Pedinomonadales	NA	Pedinomonadaceae	NA	Pedinomonas	NA	NA	NA	NA	NA	Pedinomonas
163108	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Selenastraceae	NA	Kirchneriella	NA	NA	NA	NA	NA	Kirchneriella
612514	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Scenedesmaceae	Desmodesmoideae	Desmodesmus	NA	Desmodesmus spinosus	NA	NA	NA	Desmodesmus spinosus
177480	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Merismopediaceae	Gomphosphaerioideae	Snowella	NA	Snowella septentrionalis	NA	NA	NA	Snowella septentrionalis
177113	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Synechococcaceae	Aphanothecoideae	Cyanodictyon	NA	Cyanodictyon reticulatum	NA	NA	NA	Cyanodictyon reticulatum
578473	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Trebouxiophyceae	NA	NA	Chlorellales	NA	Chlorellaceae	NA	Hindakia	NA	Hindakia tetrachotoma	NA	NA	NA	Hindakia tetrachotoma
576718	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Chlamydomonadales	NA	Volvocaceae	NA	Volvox	NA	NA	NA	NA	NA	Volvox
146619	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Merismopediaceae	Gomphosphaerioideae	Coelosphaerium	NA	Coelosphaerium minutissimum	NA	NA	NA	Coelosphaerium minutissimum
388485	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Monista	Hypogyristia	Dictyochophyceae	Alophycidae	Actinochrysia	Pedinellales	NA	Pedinellaceae	NA	Pseudopedinella	NA	Pseudopedinella thomsenii	NA	NA	NA	Pseudopedinella thomsenii
17651	Eucaryota	Chromista	Hacrobia	NA	Cryptophyta	NA	NA	NA	Cryptophyta incertae sedis	NA	NA	NA	NA	Katablepharidaceae	NA	Leucocryptos	NA	NA	NA	NA	NA	Leucocryptos
177464	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Merismopediaceae	Gomphosphaerioideae	Snowella	NA	Snowella atomus	NA	NA	NA	Snowella atomus
657648	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Nostocophycideae	NA	Nostocales	NA	Nostocaceae	NA	Nodularia	NA	Nodularia baltica	NA	NA	NA	Nodularia baltica
478557	Eucaryota	Plantae	Viridiplantae	Streptophyta	Charophyta	NA	NA	NA	Conjugatophyceae	NA	NA	Desmidiales	NA	Desmidiaceae	NA	Cosmarium	NA	NA	NA	NA	NA	Cosmarium
149026	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Rhopalodiales	NA	Rhopalodiaceae	NA	Epithemia	NA	NA	NA	NA	NA	Epithemia
177489	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Oscillatoriophycideae	NA	Chroococcales	NA	Gomphosphaeriaceae	NA	Woronichinia	NA	Woronichinia elorantae	NA	NA	NA	Woronichinia elorantae
177595	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Pseudanabaenaceae	Pseudanabaenoideae	Romeria	NA	NA	NA	NA	NA	Romeria
341473	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Chaetocerotanae	Chaetocerotanae incertae sedis	NA	Chaetocerotaceae	NA	Chaetoceros	NA	Chaetoceros castracanei	NA	NA	NA	Chaetoceros castracanei
109470	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gonyaulacales	NA	Ostreopsidaceae	NA	Alexandrium	NA	NA	NA	NA	NA	Alexandrium
577877	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Chlamydomonadales	NA	Volvocaceae	NA	Pandorina	NA	Pandorina morum	NA	NA	NA	Pandorina morum
177121	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Synechococcaceae	Aphanothecoideae	Cyanonephron	NA	NA	NA	NA	NA	Cyanonephron
707720	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Synechococcaceae	Aphanothecoideae	Cyanodictyon	NA	Cyanodictyon balticum	NA	NA	NA	Cyanodictyon balticum
109705	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gonyaulacales	NA	Pyrophacaceae	NA	Fragilidium	NA	Fragilidium subglobosum	NA	NA	NA	Fragilidium subglobosum
109392	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gymnodiniales	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gymnodiniales
233619	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Peridiniales	NA	Heterocapsaceae	NA	Heterocapsa	NA	Heterocapsa minima	NA	NA	NA	Heterocapsa minima
1345052	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Merismopediaceae	Merismopedioideae	Eucapsis	NA	Eucapsis aphanocapsoides	NA	NA	NA	Eucapsis aphanocapsoides
617246	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Selenastraceae	NA	Raphidocelis	NA	Raphidocelis sigmoidea	NA	NA	NA	Raphidocelis sigmoidea
577876	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Pseudanabaenaceae	Pseudanabaenoideae	Pseudanabaena	NA	Pseudanabaena acicularis	NA	NA	NA	Pseudanabaena acicularis
163098	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Chaetocerotanae	Chaetocerotanae incertae sedis	NA	Chaetocerotaceae	NA	Chaetoceros	NA	Chaetoceros muelleri	NA	NA	NA	Chaetoceros muelleri
248103	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Trebouxiophyceae	NA	NA	Trebouxiales	NA	Botryococcaceae	NA	Botryococcus	NA	NA	NA	NA	NA	Botryococcus
109807	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gymnodiniales	NA	Gymnodiniaceae	NA	Gymnodinium	NA	Gymnodinium lantzschii	NA	NA	NA	Gymnodinium lantzschii
162529	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gymnodiniales	NA	Gymnodiniaceae	NA	Gymnodinium	NA	Gymnodinium arcticum	NA	NA	NA	Gymnodinium arcticum
115057	Eucaryota	Chromista	Hacrobia	NA	Haptophyta	NA	NA	NA	Prymnesiophyceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Prymnesiophyceae
160530	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Rhizosolenianae	Rhizosoleniales	NA	Rhizosoleniaceae	NA	Rhizosolenia	NA	Rhizosolenia flaccida	NA	NA	NA	Rhizosolenia flaccida
149168	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Rhizosolenianae	Rhizosoleniales	NA	Rhizosoleniaceae	NA	Proboscia	NA	Proboscia alata	NA	NA	NA	Proboscia alata
985165	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Rhizosolenianae	Rhizosoleniales	NA	Rhizosoleniaceae	NA	Rhizosolenia	NA	Rhizosolenia fragilissima	NA	NA	Rhizosolenia fragilissima f. fragilissima	Rhizosolenia fragilissima f. fragilissima
985570	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Fragilariophycidae	Fragilariophycanae	Fragilariales	NA	Fragilariaceae	NA	Synedra	NA	Synedra nitzschioides	NA	NA	Synedra nitzschioides f. nitzschioides	Synedra nitzschioides f. nitzschioides
624375	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Chlamydomonadales	NA	Scotiellocystoidaceae	NA	Mychonastes	NA	Mychonastes jurisii	NA	NA	NA	Mychonastes jurisii
840626	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gonyaulacales	NA	Ceratiaceae	NA	Tripos	NA	Tripos fusus	NA	NA	NA	Tripos fusus
841259	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Gonyaulacales	NA	Ceratiaceae	NA	Tripos	NA	Tripos longipes	NA	NA	NA	Tripos longipes
1310442	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Phaeista	Monista	Hypogyristia	Dictyochophyceae	NA	NA	Dictyochales	NA	Dictyochaceae	NA	Octactis	NA	Octactis speculum	NA	NA	NA	Octactis speculum
134526	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorodendrophyceae	NA	NA	Chlorodendrales	NA	Chlorodendraceae	NA	Tetraselmis	NA	NA	NA	NA	NA	Tetraselmis
547544	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Rhizosolenianae	Rhizosoleniales	NA	Rhizosoleniaceae	NA	Rhizosolenia	NA	Rhizosolenia setigera	NA	NA	Rhizosolenia setigera f. pungens	Rhizosolenia setigera f. pungens
149124	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Coscinodiscophycidae	Chaetocerotanae	Chaetocerotanae incertae sedis	NA	Chaetocerotaceae	NA	Chaetoceros	NA	Chaetoceros borealis	NA	NA	NA	Chaetoceros borealis
149153	Eucaryota	Chromista	Harosa	Heterokonta	Ochrophyta	Khakista	NA	NA	Bacillariophyceae	Bacillariophycidae	Bacillariophycanae	Bacillariales	NA	Bacillariaceae	NA	Pseudo-nitzschia	NA	Pseudo-nitzschia delicatissima	NA	NA	NA	Pseudo-nitzschia delicatissima
162668	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Merismopediaceae	Merismopedioideae	Aphanocapsa	NA	Aphanocapsa incerta	NA	NA	NA	Aphanocapsa incerta
249691	Procaryota	Bacteria	NA	NA	Bacteria incertae sedis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Achroonema	NA	Achroonema lentum	NA	NA	NA	Achroonema lentum
160543	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Trebouxiophyceae	NA	NA	Chlorellales	NA	Chlorellaceae	NA	Actinastrum	NA	Actinastrum hantzschii	NA	NA	NA	Actinastrum hantzschii
163479	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Trebouxiophyceae	NA	NA	Chlorellales	NA	Chlorellaceae	NA	Micractinium	NA	Micractinium pusillum	NA	NA	NA	Micractinium pusillum
248158	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Scenedesmaceae	Scenedesmoidea	Scenedesmus	NA	Scenedesmus ecornis	NA	NA	NA	Scenedesmus ecornis
612506	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Scenedesmaceae	Desmodesmoideae	Desmodesmus	NA	Desmodesmus lefevrei	NA	NA	NA	Desmodesmus lefevrei
623245	Eucaryota	Plantae	Viridiplantae	NA	Chlorophyta	Chlorophytina	NA	NA	Chlorophyceae	NA	NA	Sphaeropleales	NA	Scenedesmaceae	Scenedesmoidea	Scenedesmus	NA	Scenedesmus sooi	NA	NA	NA	Scenedesmus sooi
232161	Eucaryota	Chromista	Harosa	Alveolata	Myzozoa	Dinozoa	Dinoflagellata	NA	Dinophyceae	NA	NA	Dinophysiales	NA	Dinophysaceae	NA	Dinophysis	NA	Dinophysis arctica	NA	NA	NA	Dinophysis arctica
624955	Procaryota	Bacteria	Gracilicutes	NA	Cyanobacteria	NA	NA	NA	Cyanophyceae	Synechococcophycideae	NA	Synechococcales	NA	Synechococcaceae	NA	Anathece	NA	Anathece minutissima	NA	NA	NA	Anathece minutissima
